id,visitors
air_00a91d42b08b08d9_2017-05-30,3.23945214627219
air_00a91d42b08b08d9_2017-05-31,3.42803953739761
air_0164b9927d20bcc3_2017-04-23,1.59114036303504
air_0164b9927d20bcc3_2017-04-24,1.85048515667662
air_0164b9927d20bcc3_2017-04-25,2.05969924257117
air_0164b9927d20bcc3_2017-04-26,2.09365020787554
air_0164b9927d20bcc3_2017-04-27,2.08487575587855
air_0164b9927d20bcc3_2017-04-28,2.24674248133883
air_0164b9927d20bcc3_2017-04-29,1.52070174420404
air_0164b9927d20bcc3_2017-04-30,1.57798489901222
air_0164b9927d20bcc3_2017-05-01,1.83732969265364
air_0164b9927d20bcc3_2017-05-02,2.04654377854837
air_0164b9927d20bcc3_2017-05-03,2.08049474385229
air_0164b9927d20bcc3_2017-05-04,2.07172029185476
air_0164b9927d20bcc3_2017-05-05,2.23358701731514
air_0164b9927d20bcc3_2017-05-06,1.50754628018002
air_0164b9927d20bcc3_2017-05-07,1.56482943498772
air_0164b9927d20bcc3_2017-05-08,1.82417422862983
air_0164b9927d20bcc3_2017-05-09,2.03338831452387
air_0164b9927d20bcc3_2017-05-10,2.06733927982894
air_0164b9927d20bcc3_2017-05-11,2.05856482783132
air_0164b9927d20bcc3_2017-05-12,2.22043155329145
air_0164b9927d20bcc3_2017-05-13,1.494390816156
air_0164b9927d20bcc3_2017-05-14,1.55167397096446
air_0164b9927d20bcc3_2017-05-15,1.81101876460605
air_0164b9927d20bcc3_2017-05-16,2.02023285050107
air_0164b9927d20bcc3_2017-05-17,2.05418381580493
air_0164b9927d20bcc3_2017-05-18,2.04540936380788
air_0164b9927d20bcc3_2017-05-19,2.20727608926765
air_0164b9927d20bcc3_2017-05-20,1.48123535213349
air_0164b9927d20bcc3_2017-05-21,1.53851850694102
air_0164b9927d20bcc3_2017-05-22,1.79786330058307
air_0164b9927d20bcc3_2017-05-23,2.0070773864774
air_0164b9927d20bcc3_2017-05-24,2.04102835178233
air_0164b9927d20bcc3_2017-05-25,2.03225389978457
air_0164b9927d20bcc3_2017-05-26,2.19412062524477
air_0164b9927d20bcc3_2017-05-27,1.46807988810947
air_0164b9927d20bcc3_2017-05-28,1.52536304291758
air_0164b9927d20bcc3_2017-05-29,1.78470783656009
air_0164b9927d20bcc3_2017-05-30,1.9939219224546
air_0164b9927d20bcc3_2017-05-31,2.02787288775823
air_0241aa3964b7f861_2017-04-23,2.2107620401194
air_0241aa3964b7f861_2017-04-24,2.05166776654312
air_0241aa3964b7f861_2017-04-25,1.98419128395151
air_0241aa3964b7f861_2017-04-26,2.15826428904254
air_0241aa3964b7f861_2017-04-27,1.4067583119937
air_0241aa3964b7f861_2017-04-28,1.85184223563231
air_0241aa3964b7f861_2017-04-29,2.44547383189199
air_0241aa3964b7f861_2017-04-30,2.20535390701272
air_0241aa3964b7f861_2017-05-01,2.04625963343619
air_0241aa3964b7f861_2017-05-02,1.97878315084478
air_0241aa3964b7f861_2017-05-03,2.15285615593508
air_0241aa3964b7f861_2017-05-04,1.40135017888713
air_0241aa3964b7f861_2017-05-05,1.84643410252555
air_0241aa3964b7f861_2017-05-06,2.44006569878434
air_0241aa3964b7f861_2017-05-07,2.19994577390514
air_0241aa3964b7f861_2017-05-08,2.04085150032862
air_0241aa3964b7f861_2017-05-09,1.9733750177372
air_0241aa3964b7f861_2017-05-10,2.14744802282858
air_0241aa3964b7f861_2017-05-11,1.39594204578006
air_0241aa3964b7f861_2017-05-12,1.8410259694188
air_0241aa3964b7f861_2017-05-13,2.4346575656767
air_0241aa3964b7f861_2017-05-14,2.19453764079946
air_0241aa3964b7f861_2017-05-15,2.03544336722176
air_0241aa3964b7f861_2017-05-16,1.96796688463047
air_0241aa3964b7f861_2017-05-17,2.1420398897214
air_0241aa3964b7f861_2017-05-18,1.39053391267299
air_0241aa3964b7f861_2017-05-19,1.83561783631304
air_0241aa3964b7f861_2017-05-20,2.42924943257056
air_0241aa3964b7f861_2017-05-21,2.18912950769183
air_0241aa3964b7f861_2017-05-22,2.03003523411483
air_0241aa3964b7f861_2017-05-23,1.96255875152354
air_0241aa3964b7f861_2017-05-24,2.13663175661462
air_0241aa3964b7f861_2017-05-25,1.38512577956571
air_0241aa3964b7f861_2017-05-26,1.83020970320386
air_0241aa3964b7f861_2017-05-27,2.42384129946291
air_0241aa3964b7f861_2017-05-28,2.18372137458421
air_0241aa3964b7f861_2017-05-29,2.0246271010079
air_0241aa3964b7f861_2017-05-30,1.95715061841681
air_0241aa3964b7f861_2017-05-31,2.13122362350841
air_0328696196e46f18_2017-04-23,2.26447507542849
air_0328696196e46f18_2017-04-24,1.83755794200745
air_0328696196e46f18_2017-04-25,2.11887318829997
air_0328696196e46f18_2017-04-26,2.01056083140166
air_0328696196e46f18_2017-04-27,2.26105485839298
air_0328696196e46f18_2017-04-28,2.03610942565767
air_0328696196e46f18_2017-04-29,2.12050511669614
air_0328696196e46f18_2017-04-30,2.27792704054337
air_0328696196e46f18_2017-05-01,1.85100990712287
air_0328696196e46f18_2017-05-02,2.13232515341574
air_0328696196e46f18_2017-05-03,2.02401279651754
air_0328696196e46f18_2017-05-04,2.27450682350857
air_0328696196e46f18_2017-05-05,2.04956139077357
air_0328696196e46f18_2017-05-06,2.13395708181275
air_0328696196e46f18_2017-05-07,2.29137900566028
air_0328696196e46f18_2017-05-08,1.86446187223878
air_0328696196e46f18_2017-05-09,2.14577711853121
air_0328696196e46f18_2017-05-10,2.03746476163313
air_0328696196e46f18_2017-05-11,2.28795878862395
air_0328696196e46f18_2017-05-12,2.06301335588948
air_0328696196e46f18_2017-05-13,2.14740904692936
air_0328696196e46f18_2017-05-14,2.3048309707754
air_0328696196e46f18_2017-05-15,1.87791383735455
air_0328696196e46f18_2017-05-16,2.15922908364697
air_0328696196e46f18_2017-05-17,2.0509167267485
air_0328696196e46f18_2017-05-18,2.30141075373932
air_0328696196e46f18_2017-05-19,2.07646532100426
air_0328696196e46f18_2017-05-20,2.16086101204349
air_0328696196e46f18_2017-05-21,2.31828293589117
air_0328696196e46f18_2017-05-22,1.89136580246997
air_0328696196e46f18_2017-05-23,2.17268104876273
air_0328696196e46f18_2017-05-24,2.06436869186459
air_0328696196e46f18_2017-05-25,2.31486271885581
air_0328696196e46f18_2017-05-26,2.08991728612131
air_0328696196e46f18_2017-05-27,2.1743129771601
air_0328696196e46f18_2017-05-28,2.33173490100695
air_0328696196e46f18_2017-05-29,1.90481776758538
air_0328696196e46f18_2017-05-30,2.1861330138785
air_0328696196e46f18_2017-05-31,2.07782065697967
air_034a3d5b40d5b1b1_2017-04-23,3.15612643250385
air_034a3d5b40d5b1b1_2017-04-24,2.91230634171803
air_034a3d5b40d5b1b1_2017-04-25,2.42092960929347
air_034a3d5b40d5b1b1_2017-04-26,2.97800764846752
air_034a3d5b40d5b1b1_2017-04-27,2.8456257402341
air_034a3d5b40d5b1b1_2017-04-28,3.3431652105074
air_034a3d5b40d5b1b1_2017-04-29,3.46184907985502
air_034a3d5b40d5b1b1_2017-04-30,3.13725040554326
air_034a3d5b40d5b1b1_2017-05-01,2.89343031475672
air_034a3d5b40d5b1b1_2017-05-02,2.40205358233253
air_034a3d5b40d5b1b1_2017-05-03,2.95913162150637
air_034a3d5b40d5b1b1_2017-05-04,2.82674971327279
air_034a3d5b40d5b1b1_2017-05-05,3.3242891835461
air_034a3d5b40d5b1b1_2017-05-06,3.44297305289272
air_034a3d5b40d5b1b1_2017-05-07,3.11837437858107
air_034a3d5b40d5b1b1_2017-05-08,2.87455428779453
air_034a3d5b40d5b1b1_2017-05-09,2.38317755537083
air_034a3d5b40d5b1b1_2017-05-10,2.94025559454479
air_034a3d5b40d5b1b1_2017-05-11,2.80787368631192
air_034a3d5b40d5b1b1_2017-05-12,3.30541315658479
air_034a3d5b40d5b1b1_2017-05-13,3.42409702593041
air_034a3d5b40d5b1b1_2017-05-14,3.0994983516214
air_034a3d5b40d5b1b1_2017-05-15,2.85567826083399
air_034a3d5b40d5b1b1_2017-05-16,2.36430152840989
air_034a3d5b40d5b1b1_2017-05-17,2.92137956758397
air_034a3d5b40d5b1b1_2017-05-18,2.78899765935105
air_034a3d5b40d5b1b1_2017-05-19,3.28653712962477
air_034a3d5b40d5b1b1_2017-05-20,3.40522099897088
air_034a3d5b40d5b1b1_2017-05-21,3.08062232465955
air_034a3d5b40d5b1b1_2017-05-22,2.83680223387268
air_034a3d5b40d5b1b1_2017-05-23,2.34542550144864
air_034a3d5b40d5b1b1_2017-05-24,2.90250354062205
air_034a3d5b40d5b1b1_2017-05-25,2.77012163238886
air_034a3d5b40d5b1b1_2017-05-26,3.26766110266158
air_034a3d5b40d5b1b1_2017-05-27,3.38634497200858
air_034a3d5b40d5b1b1_2017-05-28,3.06174629769769
air_034a3d5b40d5b1b1_2017-05-29,2.81792620691137
air_034a3d5b40d5b1b1_2017-05-30,2.3265494744877
air_034a3d5b40d5b1b1_2017-05-31,2.88362751366079
air_036d4f1ee7285390_2017-04-23,3.02059995108887
air_036d4f1ee7285390_2017-04-24,2.88118042259476
air_036d4f1ee7285390_2017-04-25,2.98280483472416
air_036d4f1ee7285390_2017-04-26,3.12181729999587
air_036d4f1ee7285390_2017-04-27,2.7769050339885
air_036d4f1ee7285390_2017-04-28,2.97521714282141
air_036d4f1ee7285390_2017-04-29,3.20916608936803
air_036d4f1ee7285390_2017-04-30,3.04044968975674
air_036d4f1ee7285390_2017-05-01,2.90103016126265
air_036d4f1ee7285390_2017-05-02,3.00265457339225
air_036d4f1ee7285390_2017-05-03,3.14166703866353
air_036d4f1ee7285390_2017-05-04,2.79675477265653
air_036d4f1ee7285390_2017-05-05,2.99506688148938
air_036d4f1ee7285390_2017-05-06,3.22901582803558
air_036d4f1ee7285390_2017-05-07,3.06029942842447
air_036d4f1ee7285390_2017-05-08,2.92087989993024
air_036d4f1ee7285390_2017-05-09,3.02250431205957
air_036d4f1ee7285390_2017-05-10,3.16151677733158
air_036d4f1ee7285390_2017-05-11,2.81660451132428
air_036d4f1ee7285390_2017-05-12,3.01491662015735
air_036d4f1ee7285390_2017-05-13,3.24886556670313
air_036d4f1ee7285390_2017-05-14,3.08014916709299
air_036d4f1ee7285390_2017-05-15,2.94072963859808
air_036d4f1ee7285390_2017-05-16,3.04235405072766
air_036d4f1ee7285390_2017-05-17,3.18136651599926
air_036d4f1ee7285390_2017-05-18,2.83645424999202
air_036d4f1ee7285390_2017-05-19,3.03476635882565
air_036d4f1ee7285390_2017-05-20,3.26871530537132
air_036d4f1ee7285390_2017-05-21,3.09999890576047
air_036d4f1ee7285390_2017-05-22,2.96057937726597
air_036d4f1ee7285390_2017-05-23,3.06220378939559
air_036d4f1ee7285390_2017-05-24,3.20121625466728
air_036d4f1ee7285390_2017-05-25,2.85630398865986
air_036d4f1ee7285390_2017-05-26,3.05461609749262
air_036d4f1ee7285390_2017-05-27,3.28856504403888
air_036d4f1ee7285390_2017-05-28,3.11984864442795
air_036d4f1ee7285390_2017-05-29,2.98042911593386
air_036d4f1ee7285390_2017-05-30,3.08205352806368
air_036d4f1ee7285390_2017-05-31,3.22106599333536
air_0382c794b73b51ad_2017-04-23,3.64953752447872
air_0382c794b73b51ad_2017-04-24,3.2417456851975
air_0382c794b73b51ad_2017-04-25,3.29048510923859
air_0382c794b73b51ad_2017-04-26,3.33595112252151
air_0382c794b73b51ad_2017-04-27,3.29947530172189
air_0382c794b73b51ad_2017-04-28,3.31451766308438
air_0382c794b73b51ad_2017-04-29,3.61356849532554
air_0382c794b73b51ad_2017-04-30,3.64035102568506
air_0382c794b73b51ad_2017-05-01,3.23255918640401
air_0382c794b73b51ad_2017-05-02,3.28129861044545
air_0382c794b73b51ad_2017-05-03,3.32676462372828
air_0382c794b73b51ad_2017-05-04,3.2902888029287
air_0382c794b73b51ad_2017-05-05,3.30533116429135
air_0382c794b73b51ad_2017-05-06,3.60438199653267
air_0382c794b73b51ad_2017-05-07,3.63116452689242
air_0382c794b73b51ad_2017-05-08,3.22337268761063
air_0382c794b73b51ad_2017-05-09,3.27211211165193
air_0382c794b73b51ad_2017-05-10,3.31757812493502
air_0382c794b73b51ad_2017-05-11,3.28110230413527
air_0382c794b73b51ad_2017-05-12,3.29614466549832
air_0382c794b73b51ad_2017-05-13,3.5951954977398
air_0382c794b73b51ad_2017-05-14,3.62197802809932
air_0382c794b73b51ad_2017-05-15,3.21418618881765
air_0382c794b73b51ad_2017-05-16,3.26292561285879
air_0382c794b73b51ad_2017-05-17,3.30839162614162
air_0382c794b73b51ad_2017-05-18,3.27191580534184
air_0382c794b73b51ad_2017-05-19,3.28695816670498
air_0382c794b73b51ad_2017-05-20,3.58600899894584
air_0382c794b73b51ad_2017-05-21,3.61279152930589
air_0382c794b73b51ad_2017-05-22,3.20499969002416
air_0382c794b73b51ad_2017-05-23,3.25373911406561
air_0382c794b73b51ad_2017-05-24,3.29920512734852
air_0382c794b73b51ad_2017-05-25,3.26272930654893
air_0382c794b73b51ad_2017-05-26,3.27777166791177
air_0382c794b73b51ad_2017-05-27,3.57682250015297
air_0382c794b73b51ad_2017-05-28,3.60360503051245
air_0382c794b73b51ad_2017-05-29,3.19581319123067
air_0382c794b73b51ad_2017-05-30,3.24455261527246
air_0382c794b73b51ad_2017-05-31,3.29001862855509
air_03963426c9312048_2017-04-23,2.65130111737286
air_03963426c9312048_2017-04-24,3.11281238998302
air_03963426c9312048_2017-04-25,3.09578590954045
air_03963426c9312048_2017-04-26,3.44439474173922
air_03963426c9312048_2017-04-27,3.28260333514228
air_03963426c9312048_2017-04-28,4.20065325191332
air_03963426c9312048_2017-04-29,4.07486900550634
air_03963426c9312048_2017-04-30,2.6583801149577
air_03963426c9312048_2017-05-01,3.11989138756796
air_03963426c9312048_2017-05-02,3.10286490712466
air_03963426c9312048_2017-05-03,3.45147373932317
air_03963426c9312048_2017-05-04,3.28968233272623
air_03963426c9312048_2017-05-05,4.20773224949767
air_03963426c9312048_2017-05-06,4.08194800308862
air_03963426c9312048_2017-05-07,2.66545911254154
air_03963426c9312048_2017-05-08,3.12697038515245
air_03963426c9312048_2017-05-09,3.10994390470938
air_03963426c9312048_2017-05-10,3.45855273690762
air_03963426c9312048_2017-05-11,3.29676133031158
air_03963426c9312048_2017-05-12,4.21481124708201
air_03963426c9312048_2017-05-13,4.08902700067091
air_03963426c9312048_2017-05-14,2.6725381101279
air_03963426c9312048_2017-05-15,3.13404938273625
air_03963426c9312048_2017-05-16,3.1170229022936
air_03963426c9312048_2017-05-17,3.46563173449285
air_03963426c9312048_2017-05-18,3.30384032789693
air_03963426c9312048_2017-05-19,4.22189024466839
air_03963426c9312048_2017-05-20,4.09610599825885
air_03963426c9312048_2017-05-21,2.67961710771148
air_03963426c9312048_2017-05-22,3.14112838032118
air_03963426c9312048_2017-05-23,3.12410189987829
air_03963426c9312048_2017-05-24,3.47271073207602
air_03963426c9312048_2017-05-25,3.31091932547904
air_03963426c9312048_2017-05-26,4.22896924224964
air_03963426c9312048_2017-05-27,4.10318499584113
air_03963426c9312048_2017-05-28,2.68669610529507
air_03963426c9312048_2017-05-29,3.14820737790612
air_03963426c9312048_2017-05-30,3.1311808974625
air_03963426c9312048_2017-05-31,3.47978972966176
air_04341b588bde96cd_2017-04-23,3.76881954092401
air_04341b588bde96cd_2017-04-24,3.62579363421277
air_04341b588bde96cd_2017-04-25,3.23779695267066
air_04341b588bde96cd_2017-04-26,3.40571316173888
air_04341b588bde96cd_2017-04-27,3.4679012915851
air_04341b588bde96cd_2017-04-28,3.81738323578711
air_04341b588bde96cd_2017-04-29,3.95285346337873
air_04341b588bde96cd_2017-04-30,3.77681651793248
air_04341b588bde96cd_2017-05-01,3.63379061122086
air_04341b588bde96cd_2017-05-02,3.24579392967882
air_04341b588bde96cd_2017-05-03,3.41371013874714
air_04341b588bde96cd_2017-05-04,3.4758982685931
air_04341b588bde96cd_2017-05-05,3.82538021279537
air_04341b588bde96cd_2017-05-06,3.96085044038648
air_04341b588bde96cd_2017-05-07,3.78481349494036
air_04341b588bde96cd_2017-05-08,3.64178758822864
air_04341b588bde96cd_2017-05-09,3.25379090668718
air_04341b588bde96cd_2017-05-10,3.42170711575517
air_04341b588bde96cd_2017-05-11,3.48389524560164
air_04341b588bde96cd_2017-05-12,3.83337718980363
air_04341b588bde96cd_2017-05-13,3.96884741739424
air_04341b588bde96cd_2017-05-14,3.79281047194929
air_04341b588bde96cd_2017-05-15,3.64978456523732
air_04341b588bde96cd_2017-05-16,3.26178788369534
air_04341b588bde96cd_2017-05-17,3.42970409276368
air_04341b588bde96cd_2017-05-18,3.49189222261018
air_04341b588bde96cd_2017-05-19,3.84137416681252
air_04341b588bde96cd_2017-05-20,3.97684439440323
air_04341b588bde96cd_2017-05-21,3.80080744895723
air_04341b588bde96cd_2017-05-22,3.65778154224541
air_04341b588bde96cd_2017-05-23,3.26978486070348
air_04341b588bde96cd_2017-05-24,3.43770106977145
air_04341b588bde96cd_2017-05-25,3.49988919961769
air_04341b588bde96cd_2017-05-26,3.84937114381968
air_04341b588bde96cd_2017-05-27,3.98484137141098
air_04341b588bde96cd_2017-05-28,3.80880442596518
air_04341b588bde96cd_2017-05-29,3.66577851925349
air_04341b588bde96cd_2017-05-30,3.27778183771163
air_04341b588bde96cd_2017-05-31,3.44569804677973
air_049f6d5b402a31b2_2017-04-23,1.53028258367855
air_049f6d5b402a31b2_2017-04-24,2.20920582459092
air_049f6d5b402a31b2_2017-04-25,2.25764600191914
air_049f6d5b402a31b2_2017-04-26,2.30398067800571
air_049f6d5b402a31b2_2017-04-27,2.30376164520558
air_049f6d5b402a31b2_2017-04-28,2.75402880803627
air_049f6d5b402a31b2_2017-04-29,2.92134134662327
air_049f6d5b402a31b2_2017-04-30,1.5333380365866
air_049f6d5b402a31b2_2017-05-01,2.2122612774995
air_049f6d5b402a31b2_2017-05-02,2.26070145482638
air_049f6d5b402a31b2_2017-05-03,2.30703613091329
air_049f6d5b402a31b2_2017-05-04,2.30681709811366
air_049f6d5b402a31b2_2017-05-05,2.75708426094449
air_049f6d5b402a31b2_2017-05-06,2.92439679953014
air_049f6d5b402a31b2_2017-05-07,1.53639348949536
air_049f6d5b402a31b2_2017-05-08,2.21531673040884
air_049f6d5b402a31b2_2017-05-09,2.26375690773635
air_049f6d5b402a31b2_2017-05-10,2.3100915838216
air_049f6d5b402a31b2_2017-05-11,2.30987255102282
air_049f6d5b402a31b2_2017-05-12,2.76013971385271
air_049f6d5b402a31b2_2017-05-13,2.92745225243701
air_049f6d5b402a31b2_2017-05-14,1.53944894240444
air_049f6d5b402a31b2_2017-05-15,2.21837218331616
air_049f6d5b402a31b2_2017-05-16,2.26681236064359
air_049f6d5b402a31b2_2017-05-17,2.31314703673116
air_049f6d5b402a31b2_2017-05-18,2.31292800393197
air_049f6d5b402a31b2_2017-05-19,2.76319516676264
air_049f6d5b402a31b2_2017-05-20,2.93050770534768
air_049f6d5b402a31b2_2017-05-21,1.54250439531233
air_049f6d5b402a31b2_2017-05-22,2.22142763622475
air_049f6d5b402a31b2_2017-05-23,2.26986781355233
air_049f6d5b402a31b2_2017-05-24,2.3162024896375
air_049f6d5b402a31b2_2017-05-25,2.31598345683801
air_049f6d5b402a31b2_2017-05-26,2.76625061966829
air_049f6d5b402a31b2_2017-05-27,2.93356315825455
air_049f6d5b402a31b2_2017-05-28,1.54555984822021
air_049f6d5b402a31b2_2017-05-29,2.22448308913334
air_049f6d5b402a31b2_2017-05-30,2.27292326645956
air_049f6d5b402a31b2_2017-05-31,2.31925794254778
air_04cae7c1bc9b2a0b_2017-04-23,2.92545379328312
air_04cae7c1bc9b2a0b_2017-04-24,2.39516273932366
air_04cae7c1bc9b2a0b_2017-04-25,2.58779500237795
air_04cae7c1bc9b2a0b_2017-04-26,2.78654504532214
air_04cae7c1bc9b2a0b_2017-04-27,2.63309673733382
air_04cae7c1bc9b2a0b_2017-04-28,3.10810902119669
air_04cae7c1bc9b2a0b_2017-04-29,3.30660986503247
air_04cae7c1bc9b2a0b_2017-04-30,2.89844702737949
air_04cae7c1bc9b2a0b_2017-05-01,2.36815597342031
air_04cae7c1bc9b2a0b_2017-05-02,2.56078823647513
air_04cae7c1bc9b2a0b_2017-05-03,2.75953827941881
air_04cae7c1bc9b2a0b_2017-05-04,2.60608997143029
air_04cae7c1bc9b2a0b_2017-05-05,3.08110225529372
air_04cae7c1bc9b2a0b_2017-05-06,3.2796030991289
air_04cae7c1bc9b2a0b_2017-05-07,2.87144026147664
air_04cae7c1bc9b2a0b_2017-05-08,2.34114920751655
air_04cae7c1bc9b2a0b_2017-05-09,2.53378147057085
air_04cae7c1bc9b2a0b_2017-05-10,2.73253151351559
air_04cae7c1bc9b2a0b_2017-05-11,2.57908320552696
air_04cae7c1bc9b2a0b_2017-05-12,3.05409548939075
air_04cae7c1bc9b2a0b_2017-05-13,3.25259633322533
air_04cae7c1bc9b2a0b_2017-05-14,2.84443349557444
air_04cae7c1bc9b2a0b_2017-05-15,2.31414244161342
air_04cae7c1bc9b2a0b_2017-05-16,2.50677470466804
air_04cae7c1bc9b2a0b_2017-05-17,2.70552474761194
air_04cae7c1bc9b2a0b_2017-05-18,2.55207643962363
air_04cae7c1bc9b2a0b_2017-05-19,3.02708872348779
air_04cae7c1bc9b2a0b_2017-05-20,3.22558956732231
air_04cae7c1bc9b2a0b_2017-05-21,2.81742672967048
air_04cae7c1bc9b2a0b_2017-05-22,2.28713567571007
air_04cae7c1bc9b2a0b_2017-05-23,2.47976793876483
air_04cae7c1bc9b2a0b_2017-05-24,2.67851798170905
air_04cae7c1bc9b2a0b_2017-05-25,2.52506967372027
air_04cae7c1bc9b2a0b_2017-05-26,3.00008195758372
air_04cae7c1bc9b2a0b_2017-05-27,3.19858280141873
air_04cae7c1bc9b2a0b_2017-05-28,2.79041996376652
air_04cae7c1bc9b2a0b_2017-05-29,2.26012890980672
air_04cae7c1bc9b2a0b_2017-05-30,2.45276117286202
air_04cae7c1bc9b2a0b_2017-05-31,2.65151121580551
air_0585011fa179bcce_2017-04-23,1.84015936483792
air_0585011fa179bcce_2017-04-24,1.56308469926657
air_0585011fa179bcce_2017-04-25,1.60902981620248
air_0585011fa179bcce_2017-04-26,1.9135362099445
air_0585011fa179bcce_2017-04-27,1.9102848084354
air_0585011fa179bcce_2017-04-28,1.89369787203649
air_0585011fa179bcce_2017-04-29,2.16707504693734
air_0585011fa179bcce_2017-04-30,1.86431531874101
air_0585011fa179bcce_2017-05-01,1.58724065316984
air_0585011fa179bcce_2017-05-02,1.63318577010592
air_0585011fa179bcce_2017-05-03,1.93769216384797
air_0585011fa179bcce_2017-05-04,1.93444076233904
air_0585011fa179bcce_2017-05-05,1.91785382594003
air_0585011fa179bcce_2017-05-06,2.19123100084076
air_0585011fa179bcce_2017-05-07,1.8884712726451
air_0585011fa179bcce_2017-05-08,1.61139660707334
air_0585011fa179bcce_2017-05-09,1.65734172400937
air_0585011fa179bcce_2017-05-10,1.96184811775118
air_0585011fa179bcce_2017-05-11,1.95859671624252
air_0585011fa179bcce_2017-05-12,1.94200977984357
air_0585011fa179bcce_2017-05-13,2.21538695474418
air_0585011fa179bcce_2017-05-14,1.91262722654905
air_0585011fa179bcce_2017-05-15,1.63555256097698
air_0585011fa179bcce_2017-05-16,1.68149767791281
air_0585011fa179bcce_2017-05-17,1.98600407165502
air_0585011fa179bcce_2017-05-18,1.98275267014599
air_0585011fa179bcce_2017-05-19,1.96616573374735
air_0585011fa179bcce_2017-05-20,2.23954290864769
air_0585011fa179bcce_2017-05-21,1.93678318045221
air_0585011fa179bcce_2017-05-22,1.65970851488026
air_0585011fa179bcce_2017-05-23,1.70565363181658
air_0585011fa179bcce_2017-05-24,2.01016002555786
air_0585011fa179bcce_2017-05-25,2.0069086240493
air_0585011fa179bcce_2017-05-26,1.99032168765027
air_0585011fa179bcce_2017-05-27,2.26369886255112
air_0585011fa179bcce_2017-05-28,1.96093913435538
air_0585011fa179bcce_2017-05-29,1.68386446878353
air_0585011fa179bcce_2017-05-30,1.72980958572002
air_0585011fa179bcce_2017-05-31,2.03431597946144
air_05c325d315cc17f5_2017-04-23,3.49759237053605
air_05c325d315cc17f5_2017-04-24,3.17050464538438
air_05c325d315cc17f5_2017-04-25,3.10145610280159
air_05c325d315cc17f5_2017-04-26,3.26064201300221
air_05c325d315cc17f5_2017-04-27,3.1613038011288
air_05c325d315cc17f5_2017-04-28,3.28948232917069
air_05c325d315cc17f5_2017-04-29,3.57127255516422
air_05c325d315cc17f5_2017-04-30,3.51337553443596
air_05c325d315cc17f5_2017-05-01,3.18628780928424
air_05c325d315cc17f5_2017-05-02,3.11723926670177
air_05c325d315cc17f5_2017-05-03,3.27642517690226
air_05c325d315cc17f5_2017-05-04,3.17708696502892
air_05c325d315cc17f5_2017-05-05,3.30526549307089
air_05c325d315cc17f5_2017-05-06,3.58705571906428
air_05c325d315cc17f5_2017-05-07,3.5291586983362
air_05c325d315cc17f5_2017-05-08,3.20207097318399
air_05c325d315cc17f5_2017-05-09,3.13302243060153
air_05c325d315cc17f5_2017-05-10,3.29220834080225
air_05c325d315cc17f5_2017-05-11,3.19287012892891
air_05c325d315cc17f5_2017-05-12,3.32104865697108
air_05c325d315cc17f5_2017-05-13,3.60283888296434
air_05c325d315cc17f5_2017-05-14,3.54494186223674
air_05c325d315cc17f5_2017-05-15,3.21785413708437
air_05c325d315cc17f5_2017-05-16,3.14880559450171
air_05c325d315cc17f5_2017-05-17,3.30799150470229
air_05c325d315cc17f5_2017-05-18,3.20865329282891
air_05c325d315cc17f5_2017-05-19,3.3368318208714
